City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description,Country,Date
521,Kawalu,-7.3817,108.2082,72.72,98,100,1.39,overcast clouds,ID,2022-10-19 17:20:55
522,Kitimat,54.0524,-128.6534,53.98,26,100,5.1,overcast clouds,CA,2022-10-19 17:20:56
523,Sur,22.5667,59.5289,81.75,47,90,1.72,overcast clouds,OM,2022-10-19 17:20:58
524,Kidal,18.4411,1.4078,91.92,14,4,12.77,clear sky,ML,2022-10-19 17:21:00
525,Saint-Leu,-21.15,55.2833,70.66,76,39,11.77,scattered clouds,RE,2022-10-19 17:21:01
526,Santa Fe,-31.6333,-60.7,81.68,38,77,1.59,light rain,AR,2022-10-19 17:21:01
527,Tungor,53.3808,142.9564,34.3,81,61,11.63,broken clouds,RU,2022-10-19 17:21:03
528,Petropavlovsk-Kamchatskiy,53.0452,158.6483,32.59,60,40,6.71,scattered clouds,RU,2022-10-19 17:21:04
529,Byron Bay,-28.65,153.6167,64.71,90,100,9.37,overcast clouds,AU,2022-10-19 17:21:05
530,Taoudenni,22.6783,-3.9836,94.75,12,100,3.4,overcast clouds,ML,2022-10-19 17:21:05
531,Nemuro,43.3236,145.575,48.67,65,77,10.36,broken clouds,JP,2022-10-19 17:21:06
532,Qaqortoq,60.7167,-46.0333,37.78,97,100,18.72,overcast clouds,GL,2022-10-19 17:21:08
533,Vrangel,42.7297,133.0839,49.89,74,3,10.45,clear sky,RU,2022-10-19 17:21:09
534,Moa,20.6569,-74.9403,86.31,64,25,6.29,scattered clouds,CU,2022-10-19 17:21:09
535,Snezhnogorsk,69.1933,33.2531,38.98,71,100,29.75,overcast clouds,RU,2022-10-19 17:21:10
536,Tyukhtet,56.5389,89.3011,36.37,97,99,5.53,overcast clouds,RU,2022-10-19 17:21:11
537,Shingu,33.7333,135.9833,53.46,66,0,6.02,clear sky,JP,2022-10-19 17:21:12
538,Maraa,-1.8333,-65.3667,80.85,91,95,3.49,overcast clouds,BR,2022-10-19 17:21:13
539,Johi,26.6921,67.6133,86.47,20,64,3.98,broken clouds,PK,2022-10-19 17:21:14
540,Mogzon,51.7435,111.9606,31.17,71,99,2.19,overcast clouds,RU,2022-10-19 17:21:16
541,Kailua,21.4022,-157.7394,77.07,77,41,8.95,scattered clouds,US,2022-10-19 17:19:44
542,Tete,-16.1564,33.5867,91.49,35,20,9.22,few clouds,MZ,2022-10-19 17:21:18
543,Tafresh,34.692,50.013,54.99,58,0,4.81,clear sky,IR,2022-10-19 17:21:19
544,Port Said,31.2565,32.2841,75.18,78,0,10.36,clear sky,EG,2022-10-19 17:21:20
545,Yasinya,48.2794,24.3604,41.49,79,92,4.25,overcast clouds,UA,2022-10-19 17:21:21
546,Sinnamary,5.3833,-52.95,85.42,66,78,11.81,broken clouds,GF,2022-10-19 17:21:22
547,Coria,39.9879,-6.5377,65.68,73,100,10.42,overcast clouds,ES,2022-10-19 17:21:23
548,Kaitangata,-46.2817,169.8464,39.36,86,87,5.68,overcast clouds,NZ,2022-10-19 17:21:24
549,Walvis Bay,-22.9575,14.5053,63.55,77,42,11.5,scattered clouds,NA,2022-10-19 17:21:27
550,Sokoni,-6.4333,39.55,76.5,79,5,14.79,clear sky,TZ,2022-10-19 17:21:28
551,Ust-Kuyga,70.0167,135.6,-3.71,99,65,7.99,broken clouds,RU,2022-10-19 17:22:29
552,Tukrah,32.5341,20.5791,70.9,65,9,8.28,clear sky,LY,2022-10-19 17:22:30
553,Mapiri,-15.25,-68.1667,88.2,46,51,4.14,broken clouds,BO,2022-10-19 17:22:30
554,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,78.6,89,40,4.61,moderate rain,BR,2022-10-19 17:22:31
555,Kulhudhuffushi,6.6221,73.07,81.37,79,75,17.69,broken clouds,MV,2022-10-19 17:21:18
556,Perelyub,51.8667,50.3667,54.45,51,100,15.99,overcast clouds,RU,2022-10-19 17:22:33
557,Sisimiut,66.9395,-53.6735,27.88,69,100,9.6,overcast clouds,GL,2022-10-19 17:22:34
558,Jian,27.1172,114.9793,57.47,37,94,4.94,overcast clouds,CN,2022-10-19 17:22:35
559,Ranong,9.9658,98.6348,74.97,94,100,4.81,light rain,TH,2022-10-19 17:22:36
560,Barreirinha,-2.7933,-57.07,96.13,40,94,4.41,overcast clouds,BR,2022-10-19 17:22:37
561,Parrita,9.5201,-84.3225,84.24,69,98,4.81,overcast clouds,CR,2022-10-19 17:22:38
562,San Benito Abad,8.929,-75.0271,81.66,80,100,3.18,overcast clouds,CO,2022-10-19 17:22:38
563,Hirara,24.8,125.2833,75.6,79,100,29.86,overcast clouds,JP,2022-10-19 17:22:38
564,Zhuji,29.7188,120.2423,49.59,91,24,0.58,few clouds,CN,2022-10-19 17:22:39
565,Naldurg,17.8167,76.3,76.39,77,89,7.76,overcast clouds,IN,2022-10-19 17:22:39
566,Barcelos,41.5388,-8.6151,64.85,85,78,12.57,broken clouds,PT,2022-10-19 17:19:30
567,Kevsala,45.7983,42.6903,58.53,43,1,3.47,clear sky,RU,2022-10-19 17:22:40
568,Estevan,49.1334,-102.9842,59.34,44,0,16.11,clear sky,CA,2022-10-19 17:20:54
569,Bhadrachalam,17.6667,80.8833,74.89,92,57,1.99,broken clouds,IN,2022-10-19 17:22:43
570,Ramnagar,29.4,79.1167,65.71,75,0,5.79,clear sky,IN,2022-10-19 17:22:44
571,Pacific Grove,36.6177,-121.9166,82.38,45,0,3.44,clear sky,US,2022-10-19 17:22:45
572,Port Macquarie,-31.4333,152.9167,62.89,94,100,11.3,light rain,AU,2022-10-19 17:21:24
573,Puerto Quijarro,-17.7833,-57.7667,98.1,33,87,6.44,overcast clouds,BO,2022-10-19 17:22:46
574,Smithers,54.7804,-127.1743,50.32,81,75,9.22,broken clouds,CA,2022-10-19 17:22:47
575,Neiafu,-18.65,-173.9833,66.88,100,20,0.0,few clouds,TO,2022-10-19 17:22:47
576,Gimli,50.6336,-96.9907,39.22,52,49,5.75,scattered clouds,CA,2022-10-19 17:22:47
577,Kozlovka,55.8428,48.2492,42.49,86,100,4.32,overcast clouds,RU,2022-10-19 17:22:48
578,Nanakuli,21.3906,-158.1547,77.04,78,0,4.61,clear sky,US,2022-10-19 17:22:49
579,Kambove,-10.8764,26.5969,74.5,25,58,4.12,broken clouds,CD,2022-10-19 17:22:50
580,Binzhou,37.3667,118.0167,52.66,38,26,7.4,scattered clouds,CN,2022-10-19 17:22:51
581,Poum,-20.2333,164.0167,75.36,75,71,10.65,broken clouds,NC,2022-10-19 17:22:52
582,Mansa,29.9833,75.3833,74.21,50,0,7.9,clear sky,IN,2022-10-19 17:22:53
583,Aguimes,27.9054,-15.4461,74.66,69,20,24.16,few clouds,ES,2022-10-19 17:22:54
584,Oneonta,42.4529,-75.0638,44.29,71,66,12.82,broken clouds,US,2022-10-19 17:22:55
585,Denpasar,-8.65,115.2167,78.46,100,75,1.14,broken clouds,ID,2022-10-19 17:19:46
586,Makubetsu,45.3714,141.8211,50.2,58,14,17.18,few clouds,JP,2022-10-19 17:22:56
587,Areka,7.0667,37.7,62.08,83,66,3.83,light rain,ET,2022-10-19 17:22:57
588,Aswan,24.0934,32.907,88.9,27,0,8.05,clear sky,EG,2022-10-19 17:22:58
589,Baherden,38.4362,57.4316,61.59,53,0,12.86,clear sky,TM,2022-10-19 17:23:00
590,Xichang,27.8964,102.2634,55.08,89,28,3.0,scattered clouds,CN,2022-10-19 17:23:01
591,Razole,16.4833,81.8333,76.12,89,82,4.14,broken clouds,IN,2022-10-19 17:23:03
592,Hobbs,32.7026,-103.136,65.07,37,0,12.66,clear sky,US,2022-10-19 17:22:12
593,Ndjole,-0.1783,10.7649,77.16,94,92,3.06,light rain,GA,2022-10-19 17:23:03
594,Dryden,49.7833,-92.7503,35.89,55,100,3.44,overcast clouds,CA,2022-10-19 17:23:04
595,Inongo,-1.95,18.2667,77.7,78,50,0.94,light rain,CD,2022-10-19 17:23:05
596,Zhuanghe,39.7008,122.9911,51.91,72,0,5.93,clear sky,CN,2022-10-19 17:23:05
597,Sorland,67.667,12.6934,47.46,78,100,11.92,overcast clouds,NO,2022-10-19 17:22:18
598,Horsham,51.064,-0.3272,62.04,84,0,11.5,clear sky,GB,2022-10-19 17:23:06
599,Paraiso,9.8383,-83.8656,79.95,54,76,4.41,broken clouds,CR,2022-10-19 17:24:08
600,Kibondo,-3.5864,30.7203,64.67,87,100,2.82,light rain,TZ,2022-10-19 17:24:09
601,Roald,62.5833,6.1333,45.34,76,75,8.05,broken clouds,NO,2022-10-19 17:22:45
602,Baruun-Urt,46.6806,113.2792,39.74,30,55,4.03,broken clouds,MN,2022-10-19 17:24:11
603,Clifton,40.8584,-74.1638,54.81,48,75,16.11,broken clouds,US,2022-10-19 17:22:17
604,Caruray,10.3094,119.0128,79.47,85,100,2.51,light rain,PH,2022-10-19 17:23:25
605,Molina,-35.1167,-71.2833,62.33,55,100,3.44,overcast clouds,CL,2022-10-19 17:24:14
606,Bud,39.447,-86.1758,49.75,52,7,13.78,clear sky,US,2022-10-19 17:24:16
607,Namatanai,-3.6667,152.4333,79.0,79,99,6.93,overcast clouds,PG,2022-10-19 17:21:27
608,Hervey Bay,-25.2986,152.8535,67.01,95,100,7.0,overcast clouds,AU,2022-10-19 17:24:18
609,Lambare,-25.3468,-57.6065,77.04,88,100,4.61,thunderstorm with rain,PY,2022-10-19 17:24:20
610,Limbang,4.75,115.0,78.91,97,100,1.03,overcast clouds,MY,2022-10-19 17:24:21
611,Taree,-31.9,152.4667,64.06,96,100,3.71,light rain,AU,2022-10-19 17:24:22
612,Luancheng,37.8792,114.6517,53.76,29,96,9.6,overcast clouds,CN,2022-10-19 17:24:22
613,Aden,12.7794,45.0367,83.71,60,6,8.66,clear sky,YE,2022-10-19 17:24:24
614,Yaransk,57.3033,47.8861,37.47,82,68,5.21,broken clouds,RU,2022-10-19 17:24:26
615,Luebo,-5.35,21.4167,77.99,67,73,2.37,light rain,CD,2022-10-19 17:24:27
616,Ellisras,-23.6649,27.7443,83.23,25,99,8.72,overcast clouds,ZA,2022-10-19 17:24:28
617,Corrente,-3.7367,-43.3394,102.24,23,45,3.13,scattered clouds,BR,2022-10-19 17:24:28
618,Oranjemund,-28.55,16.4333,61.45,91,22,11.23,few clouds,NA,2022-10-19 17:24:30
619,Jaciara,-15.9653,-54.9683,100.85,20,40,4.27,scattered clouds,BR,2022-10-19 17:24:30
620,Hamilton,39.1834,-84.5333,52.75,54,20,12.66,few clouds,US,2022-10-19 17:21:41
621,Kutum,14.2,24.6667,83.23,20,17,6.85,few clouds,SD,2022-10-19 17:24:32
622,Bitkine,11.9801,18.2138,89.87,30,26,2.71,scattered clouds,TD,2022-10-19 17:24:33
623,Cap Estate,14.0833,-60.95,87.46,70,75,8.05,broken clouds,LC,2022-10-19 17:24:34
624,Senno,59.5336,33.9167,31.26,91,78,4.7,broken clouds,RU,2022-10-19 17:24:35
625,Gladstone,-23.85,151.25,71.53,88,40,9.22,light rain,AU,2022-10-19 17:24:36
626,Antalaha,-14.9003,50.2788,68.49,80,0,8.66,clear sky,MG,2022-10-19 17:24:36
627,Mudon,16.2578,97.7164,73.81,79,27,4.29,scattered clouds,MM,2022-10-19 17:24:37
628,Ipixuna,-1.7625,-48.8043,94.98,40,100,4.5,overcast clouds,BR,2022-10-19 17:24:38
629,Natitingou,10.3042,1.3796,80.98,54,99,2.93,overcast clouds,BJ,2022-10-19 17:24:38
630,Kualakapuas,-3.0091,114.3876,74.88,97,100,1.34,moderate rain,ID,2022-10-19 17:24:40
631,Langsa,4.4683,97.9683,73.74,96,100,2.26,light rain,ID,2022-10-19 17:24:40
632,Champerico,14.3,-91.9167,88.34,75,37,16.84,scattered clouds,GT,2022-10-19 17:24:41
633,Amahai,-3.3333,128.9167,79.3,87,96,3.0,overcast clouds,ID,2022-10-19 17:24:42
634,Maxixe,-23.8597,35.3472,76.82,73,40,4.61,scattered clouds,MZ,2022-10-19 17:24:43
635,Taltal,-25.4,-70.4833,64.24,63,13,7.96,few clouds,CL,2022-10-19 17:24:44
636,Freeport,40.6576,-73.5832,56.25,48,0,20.71,clear sky,US,2022-10-19 17:20:27
637,Scarborough,54.2797,-0.4044,53.17,80,100,11.01,overcast clouds,GB,2022-10-19 17:24:46
638,Sabaudia,41.3003,13.0282,73.47,92,0,4.45,clear sky,IT,2022-10-19 17:24:47
639,Dharmadam,11.7833,75.4333,77.38,88,100,0.67,overcast clouds,IN,2022-10-19 17:24:48
640,Malakal,9.5334,31.6605,76.48,73,37,4.72,scattered clouds,SS,2022-10-19 17:24:49
641,Amurzet,47.6967,131.0981,38.23,60,77,7.78,broken clouds,RU,2022-10-19 17:24:49
642,Turinskaya Sloboda,57.6232,64.3858,40.42,91,100,6.49,overcast clouds,RU,2022-10-19 17:24:50
643,Harstad,68.799,16.5293,43.99,100,100,4.0,overcast clouds,NO,2022-10-19 17:25:51
644,Luau,-10.7073,22.2247,78.53,39,90,2.44,overcast clouds,AO,2022-10-19 17:25:51
645,Cikupa,-6.2364,106.5083,80.37,89,100,4.7,overcast clouds,ID,2022-10-19 17:25:52
646,Kupang,-10.1667,123.5833,79.9,79,62,3.02,broken clouds,ID,2022-10-19 17:25:53
647,Adeje,28.1227,-16.726,78.1,81,20,17.27,few clouds,ES,2022-10-19 17:25:54
648,Hobyo,5.3505,48.5268,78.87,80,55,17.58,broken clouds,SO,2022-10-19 17:25:55
649,Okha,53.5739,142.9478,37.18,80,45,12.41,scattered clouds,RU,2022-10-19 17:25:56
650,Hurghada,27.2574,33.8129,82.44,36,0,0.0,clear sky,EG,2022-10-19 17:25:56
651,Ufimskiy,56.7084,58.0517,37.26,93,99,3.22,overcast clouds,RU,2022-10-19 17:25:58
652,Zolotkovo,55.5281,41.1053,40.66,93,79,3.0,broken clouds,RU,2022-10-19 17:25:59
653,Sydney,-33.8679,151.2073,65.71,93,20,8.05,few clouds,AU,2022-10-19 17:25:38
654,Pecos,31.4229,-103.4932,63.43,58,0,0.0,clear sky,US,2022-10-19 17:26:02
655,Ugoofaaru,5.6667,73.0,81.18,78,77,15.55,broken clouds,MV,2022-10-19 17:26:03
656,Hokitika,-42.7167,170.9667,48.16,90,100,2.77,overcast clouds,NZ,2022-10-19 17:26:04
657,Mabaruma,8.2,-59.7833,89.33,56,91,7.43,overcast clouds,GY,2022-10-19 17:26:05
658,Hualmay,-11.0964,-77.6139,67.28,70,91,13.02,overcast clouds,PE,2022-10-19 17:26:06
659,Nizhyn,51.048,31.8869,49.23,83,73,9.69,broken clouds,UA,2022-10-19 17:26:07
660,Kedainiai,55.2883,23.9747,41.47,63,27,12.1,scattered clouds,LT,2022-10-19 17:26:08
661,Nador,35.174,-2.9287,75.27,83,20,4.61,few clouds,MA,2022-10-19 17:26:09
662,Khiri Mat,16.8333,99.8,71.87,85,28,4.12,scattered clouds,TH,2022-10-19 17:26:10
663,Cap Malheureux,-19.9842,57.6142,70.47,73,41,3.0,scattered clouds,MU,2022-10-19 17:26:11
664,Champasak,14.75,106.0,67.26,89,45,1.5,scattered clouds,LA,2022-10-19 17:26:13
665,Hainburg,50.0716,8.9524,58.44,87,77,5.99,broken clouds,DE,2022-10-19 17:26:15
666,Athens,37.9795,23.7162,69.94,66,0,4.61,clear sky,GR,2022-10-19 17:25:00
667,Kropotkin,45.4375,40.5756,61.41,58,0,4.79,clear sky,RU,2022-10-19 17:26:18
668,Mogadishu,2.0371,45.3438,77.74,79,9,12.17,clear sky,SO,2022-10-19 17:26:19
669,Dongobesh,-4.0667,35.3833,63.52,58,100,9.55,overcast clouds,TZ,2022-10-19 17:26:20
670,Trincomalee,8.5711,81.2335,79.39,85,100,10.58,moderate rain,LK,2022-10-19 17:26:21
671,Palamos,41.8484,3.1291,73.56,63,70,8.34,broken clouds,ES,2022-10-19 17:26:22
672,Leningradskiy,69.3833,178.4167,27.77,88,100,24.0,overcast clouds,RU,2022-10-19 17:26:23
673,Caracoli,6.4119,-74.7606,75.72,93,98,2.26,overcast clouds,CO,2022-10-19 17:26:23
674,Kavaratti,10.5669,72.642,81.3,77,100,15.05,overcast clouds,IN,2022-10-19 17:26:25
675,Camacha,33.0833,-16.3333,71.02,68,20,17.27,few clouds,PT,2022-10-19 17:26:26
676,Kyra,49.5776,111.9753,38.71,66,100,4.23,overcast clouds,RU,2022-10-19 17:26:28
677,Kitui,-1.367,38.0106,69.91,60,64,12.84,broken clouds,KE,2022-10-19 17:26:29
678,Pozhva,59.0912,56.0847,38.59,82,99,8.19,overcast clouds,RU,2022-10-19 17:26:30
679,Marzuq,14.4,46.4667,73.29,25,23,1.05,few clouds,YE,2022-10-19 17:26:31
680,Rio De Janeiro,-22.9028,-43.2075,77.22,86,100,8.05,moderate rain,BR,2022-10-19 17:25:35
681,Vershino-Shakhtaminskiy,51.3012,117.8868,28.33,73,91,4.36,overcast clouds,RU,2022-10-19 17:26:33
682,Itu,-23.2642,-47.2992,87.3,44,67,11.74,broken clouds,BR,2022-10-19 17:26:34
683,Anamur,36.0751,32.8369,71.92,73,2,8.55,clear sky,TR,2022-10-19 17:26:35
684,Los Cordobas,8.894,-76.3546,84.15,72,53,4.76,broken clouds,CO,2022-10-19 17:23:10
685,Dubuque,42.4833,-90.8668,41.59,45,0,16.11,clear sky,US,2022-10-19 17:26:37
686,Les Cayes,18.2,-73.75,85.8,64,11,9.89,few clouds,HT,2022-10-19 17:26:38
687,Kirkenes,69.7271,30.0458,38.35,75,75,17.27,broken clouds,NO,2022-10-19 17:26:39
688,Grahamstown,-33.3042,26.5328,74.21,70,44,5.79,scattered clouds,ZA,2022-10-19 17:27:41
689,Larsnes,62.2028,5.5773,48.45,82,84,2.8,broken clouds,NO,2022-10-19 17:27:42
690,Chokwe,-24.5333,32.9833,76.44,60,0,12.39,clear sky,MZ,2022-10-19 17:27:43
691,Gigmoto,13.7796,124.39,79.09,85,99,0.45,overcast clouds,PH,2022-10-19 17:27:44
692,Road Town,18.4167,-64.6167,87.89,70,40,9.22,scattered clouds,VG,2022-10-19 17:27:45
693,Weihe,32.9952,105.3247,48.13,97,20,3.94,few clouds,CN,2022-10-19 17:27:46
694,Dalhousie,32.5333,75.9833,47.59,60,2,7.92,clear sky,IN,2022-10-19 17:27:47
695,Pathanamthitta,9.2667,76.7833,78.73,97,66,1.9,broken clouds,IN,2022-10-19 17:27:48
696,Lahad Datu,5.0268,118.327,76.28,92,100,1.63,overcast clouds,MY,2022-10-19 17:27:49
697,Tornio,65.8481,24.1466,37.42,85,99,8.21,overcast clouds,FI,2022-10-19 17:27:50
698,Perbaungan,3.5679,98.956,78.91,92,100,2.46,overcast clouds,ID,2022-10-19 17:27:51
699,Saint-Francois,46.4154,3.9054,65.68,72,0,2.3,clear sky,FR,2022-10-19 17:27:53
700,Phuket,8.0,98.25,83.12,96,75,4.61,light rain,TH,2022-10-19 17:27:53
701,Paso De Carrasco,-34.8603,-56.0522,73.85,80,75,13.8,broken clouds,UY,2022-10-19 17:27:54
702,Lebedinyy,58.5167,125.5167,21.11,93,100,15.77,light snow,RU,2022-10-19 17:27:55
